Registration ID,Year,Work Country,Region,Title Category,Registration Type,Gender,# of Abstract Submissions
601,6,USA,USA,Professor,Professional/Academic,Male,0
602,6,Singapore,Asia,Industry,Professional/Academic,Male,0
603,6,Japan,Asia,Industry,Professional/Academic,Unknown,1
604,6,USA,USA,Professor,Complimentary Registration,Male,0
605,6,USA,USA,Industry,Professional/Academic,Male,0
606,6,USA,USA,Industry,Professional/Academic,Female,0
607,6,USA,USA,Graduate Student,Student,Male,0
608,6,USA,USA,Graduate Student,Student,Male,0
609,6,USA,USA,Government Scientist,Professional/Academic,Male,1
610,6,USA,USA,Professor,Professional/Academic,Male,0
611,6,USA,USA,Graduate Student,Student,Male,1
612,6,USA,USA,Industry,Professional/Academic,Male,0
613,6,USA,USA,Professor,Professional/Academic,Male,0
614,6,USA,USA,Undergraduate Student,Student,Male,0
615,6,USA,USA,Graduate Student,Student,Male,1
616,6,USA,USA,Graduate Student,Student,Female,0
617,6,USA,USA,Industry,Professional/Academic,Female,0
618,6,USA,USA,Government Scientist,Professional/Academic,Male,0
619,6,USA,USA,Government Scientist,Professional/Academic,Female,0
620,6,USA,USA,Graduate Student,Student,Unknown,0
621,6,Israel,Middle East,Postdoctoral Researcher,Professional/Academic,Male,1
622,6,USA,USA,Graduate Student,Student,Female,0
623,6,USA,USA,Professor,Professional/Academic,Male,1
624,6,USA,USA,Graduate Student,Student,Male,0
625,6,USA,USA,Graduate Student,Student,Male,2
626,6,USA,USA,Graduate Student,Student,Female,1
627,6,USA,USA,Industry,Professional/Academic,Male,0
628,6,USA,USA,Graduate Student,Student,Female,1
629,6,Singapore,Asia,Industry,Professional/Academic,Male,0
630,6,USA,USA,Graduate Student,Student,Male,0
631,6,USA,USA,Government Scientist,Professional/Academic,Male,0
632,6,USA,USA,Industry,Professional/Academic,Male,0
633,6,USA,USA,Unknown/Other,Complementary Registration - Student,Female,0
634,6,USA,USA,Graduate Student,Student,Male,1
635,6,USA,USA,Graduate Student,Student,Male,0
636,6,Germany,Europe,Graduate Student,Student,Male,0
637,6,USA,USA,Professor,Professional/Academic,Male,0
638,6,USA,USA,Professor,Professional/Academic,Male,0
639,6,USA,USA,Postdoctoral Researcher,Professional/Academic,Male,0
640,6,Norway,Europe,Graduate Student,Student,Male,0
641,6,Netherlands,Europe,Academia Scientist,Professional/Academic,Male,0
642,6,Israel,Middle East,Postdoctoral Researcher,Student,Male,0
643,6,USA,USA,Graduate Student,Student,Female,0
644,6,USA,USA,Industry,Professional/Academic,Male,0
645,6,USA,USA,Industry,Professional/Academic,Female,0
646,6,USA,USA,Professor,Professional/Academic,Male,1
647,6,USA,USA,Professor,Complimentary Registration,Male,1
648,6,USA,USA,Government Scientist,Professional/Academic,Unknown,0
649,6,USA,USA,Graduate Student,Student,Male,0
650,6,USA,USA,Graduate Student,Student,Male,0
651,6,USA,USA,Undergraduate Student,Complementary Registration - Student,Female,0
652,6,Germany,Europe,Graduate Student,Student,Female,0
653,6,USA,USA,Industry,Professional/Academic,Male,0
654,6,USA,USA,Industry,Professional/Academic,Male,0
655,6,USA,USA,Graduate Student,Student,Male,2
656,6,USA,USA,Graduate Student,Student,Female,0
657,6,Saudi Arabia,Middle East,Postdoctoral Researcher,Professional/Academic,Male,0
658,6,Canada,Other Americas,Graduate Student,Student,Male,1
659,6,USA,USA,Industry,Professional/Academic,Female,0
660,6,Belgium,Europe,Academia Scientist,Professional/Academic,Male,0
661,6,USA,USA,Government Scientist,Professional/Academic,Male,0
662,6,USA,USA,Industry,Professional/Academic,Female,1
663,6,USA,USA,Industry,Professional/Academic,Male,0
664,6,USA,USA,Professor,Professional/Academic,Male,0
665,6,USA,USA,Graduate Student,Student,Male,1
666,6,USA,USA,Industry,Professional/Academic,Male,0
667,6,Switzerland,Europe,Postdoctoral Researcher,Professional/Academic,Male,0
668,6,USA,USA,Graduate Student,Student,Female,0
669,6,Italy,Europe,Academia Scientist,Professional/Academic,Male,0
670,6,USA,USA,Undergraduate Student,Student,Male,1
671,6,Australia,Oceania,Academia Scientist,Student,Male,0
672,6,USA,USA,Postdoctoral Researcher,Professional/Academic,Male,0
673,6,USA,USA,Graduate Student,Student,Male,0
674,6,Israel,Middle East,Unknown/Other,Student,Unknown,1
675,6,USA,USA,Postdoctoral Researcher,Professional/Academic,Female,1
676,6,USA,USA,Unknown/Other,Professional/Academic,Male,0
677,6,USA,USA,Postdoctoral Researcher,Student,Male,0
678,6,USA,USA,Graduate Student,Student,Female,0
679,6,USA,USA,Graduate Student,Student,Male,0
680,6,USA,USA,Postdoctoral Researcher,Professional/Academic,Male,0
681,6,USA,USA,Graduate Student,Student,Male,2
682,6,USA,USA,Postdoctoral Researcher,Student,Male,0
683,6,USA,USA,Postdoctoral Researcher,Student,Male,1
684,6,USA,USA,Graduate Student,Student,Male,1
685,6,USA,USA,Professor,Professional/Academic,Male,0
686,6,USA,USA,Undergraduate Student,Complementary Registration - Student,Female,0
687,6,USA,USA,Professor,Professional/Academic,Male,0
688,6,USA,USA,Industry,Professional/Academic,Male,0
689,6,Canada,Other Americas,Graduate Student,Student,Female,0
690,6,USA,USA,Graduate Student,Student,Female,0
691,6,USA,USA,Industry,Professional/Academic,Male,0
692,6,USA,USA,Professor,Professional/Academic,Male,2
693,6,USA,USA,Industry,Professional/Academic,Male,0
694,6,USA,USA,Professor,Professional/Academic,Male,1
695,6,USA,USA,Industry,Complimentary Registration,Female,0
696,6,USA,USA,Graduate Student,Student,Male,1
697,6,Canada,Other Americas,Graduate Student,Student,Female,1
698,6,USA,USA,Graduate Student,Student,Female,0
699,6,USA,USA,Graduate Student,Student,Male,0
700,6,USA,USA,Graduate Student,Student,Female,0
701,6,USA,USA,Industry,Professional/Academic,Female,0
702,6,USA,USA,Professor,Professional/Academic,Female,0
703,6,USA,USA,Graduate Student,Student,Female,0
704,6,USA,USA,Unknown/Other,Student,Female,1
705,6,China,Asia,Academia Scientist,Student,Female,0
706,6,USA,USA,Industry,Professional/Academic,Male,0
707,6,USA,USA,Industry,Student,Male,0
708,6,USA,USA,Academia Scientist,Student,Female,0
709,6,United Kingdom,Europe,Academia Scientist,Professional/Academic,Female,1
710,6,USA,USA,Graduate Student,Student,Male,1
711,6,USA,USA,Industry,Professional/Academic,Male,0
712,6,USA,USA,Graduate Student,Student,Male,0
713,6,USA,USA,Graduate Student,Student,Male,0
714,6,United Kingdom,Europe,Graduate Student,Student,Male,0
715,6,Saudi Arabia,Middle East,Graduate Student,Student,Female,0
716,6,USA,USA,Government Scientist,Professional/Academic,Male,0
717,6,USA,USA,Professor,Professional/Academic,Male,0
718,6,USA,USA,Industry,Professional/Academic,Female,0
719,6,USA,USA,Graduate Student,Student,Female,0
720,6,USA,USA,Graduate Student,Student,Female,0
721,6,USA,USA,Graduate Student,Student,Male,0
722,6,USA,USA,Industry,Professional/Academic,Male,0
723,6,USA,USA,Graduate Student,Student,Male,0
724,6,Canada,Other Americas,Graduate Student,Student,Female,1
725,6,USA,USA,Postdoctoral Researcher,Student,Male,1
726,6,USA,USA,Graduate Student,Student,Female,0
727,6,USA,USA,Industry,Professional/Academic,Unknown,0
728,6,USA,USA,Graduate Student,Student,Male,1
729,6,USA,USA,Industry,Professional/Academic,Male,0
730,6,USA,USA,Graduate Student,Student,Male,0
731,6,USA,USA,Industry,Professional/Academic,Male,0
732,6,USA,USA,Graduate Student,Student,Female,0
733,6,USA,USA,Graduate Student,Student,Male,1
734,6,USA,USA,Graduate Student,Student,Female,0
735,6,Norway,Europe,Graduate Student,Student,Female,0
736,6,USA,USA,Professor,Professional/Academic,Female,0
737,6,USA,USA,Industry,Professional/Academic,Female,0
738,6,USA,USA,Professor,Professional/Academic,Male,0
739,5,USA,USA,Graduate Student,Student,Female,
740,5,USA,USA,Professor,Non-Member,Male,
741,5,USA,USA,Graduate Student,Student Non-Member,Male,
742,5,Switzerland,Europe,Professor,Member,Male,
743,5,USA,USA,Graduate Student,Student,Male,
744,5,USA,USA,Graduate Student,Student Non-Member,Male,
745,5,USA,USA,Graduate Student,Student Non-Member,Male,
746,5,Saudi Arabia,Middle East,Postdoctoral Researcher,Student Non-Member,Male,
747,5,USA,USA,Graduate Student,Student Non-Member,Female,
748,5,Germany,Europe,Graduate Student,Student Non-Member,Male,
749,5,USA,USA,Graduate Student,Student Non-Member,Female,
750,5,Unknown,Unknown,Unknown/Other,Guest,Female,
751,5,USA,USA,Industry,Complimentary Registration,Male,
752,5,USA,USA,Industry,Non-Member,Unknown,
753,5,USA,USA,Graduate Student,Student Non-Member,Male,
754,5,USA,USA,Graduate Student,Student Non-Member,Female,
755,5,USA,USA,Graduate Student,Student,Female,
756,5,USA,USA,Graduate Student,Student Non-Member,Female,
757,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
758,5,USA,USA,Industry,Non-Member,Male,
759,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
760,5,USA,USA,Professor,Non-Member,Male,
761,5,USA,USA,Graduate Student,Student Non-Member,Female,
762,5,Israel,Middle East,Professor,Non-Member,Male,
763,5,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
764,5,USA,USA,Professor,Member,Female,
765,5,USA,USA,Industry,Non-Member,Female,
766,5,USA,USA,Professor,Non-Member,Male,
767,5,USA,USA,Industry,Member,Male,
768,5,USA,USA,Professor,Member,Male,
769,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
770,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
771,5,France,Europe,Academia Scientist,Non-Member,Male,
772,5,USA,USA,Graduate Student,Student Non-Member,Male,
773,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
774,5,Belgium,Europe,Graduate Student,Student Non-Member,Male,
775,5,Saudi Arabia,Middle East,Postdoctoral Researcher,Non-Member,Female,
776,5,USA,USA,Industry,Non-Member,Female,
777,5,USA,USA,Industry,Member,Male,
778,5,France,Europe,Industry,Non-Member,Female,
779,5,USA,USA,Industry,Non-Member,Female,
780,5,Japan,Asia,Industry,Member,Male,
781,5,Russia,Europe,Academia Scientist,Non-Member,Male,
782,5,USA,USA,Graduate Student,Student,Male,
783,5,USA,USA,Industry,,Male,
784,5,USA,USA,Professor,Member,Male,
785,5,USA,USA,Unknown/Other,Guest,Male,
786,5,USA,USA,Government Scientist,Member,Male,
787,5,Canada,Other Americas,Industry,Non-Member,Male,
788,5,USA,USA,Industry,Non-Member,Male,
789,5,USA,USA,Graduate Student,Complementary Registration - Student,Male,
790,5,USA,USA,Graduate Student,Student Non-Member,Male,
791,5,Canada,Other Americas,Industry,Non-Member,Male,
792,5,Canada,Other Americas,Industry,Non-Member,Male,
793,5,Canada,Other Americas,Industry,Non-Member,Male,
794,5,Italy,Europe,Industry,Non-Member,Female,
795,5,USA,USA,Industry,Member,Male,
796,5,USA,USA,Graduate Student,Student Non-Member,Male,
797,5,Brazil,Other Americas,Professor,Non-Member,Male,
798,5,Netherlands,Europe,Professor,Non-Member,Female,
799,5,USA,USA,Graduate Student,Complementary Registration - Student,Female,
800,5,USA,USA,Professor,Member,Male,
801,5,USA,USA,Professor,Member,Female,
802,5,USA,USA,Graduate Student,Non-Member,Male,
803,5,USA,USA,Academia Scientist,Non-Member,Female,
804,5,USA,USA,Industry,Complimentary Registration,Female,
805,5,USA,USA,Industry,Complimentary Registration,Male,
806,5,USA,USA,Industry,Non-Member,Male,
807,5,USA,USA,Postdoctoral Researcher,Non-Member,Female,
808,5,USA,USA,Academia Scientist,Student Non-Member,Male,
809,5,South Korea,Asia,Professor,Non-Member,Male,
810,5,USA,USA,Graduate Student,Student Non-Member,Male,
811,5,South Korea,Asia,Industry,Non-Member,Male,
812,5,Taiwan,Asia,Professor,Non-Member,Male,
813,5,Israel,Middle East,Postdoctoral Researcher,Student Non-Member,Female,
814,5,USA,USA,Government Scientist,Non-Member,Male,
815,5,USA,USA,Graduate Student,Student Non-Member,Male,
816,5,USA,USA,Graduate Student,Student Non-Member,Male,
817,5,USA,USA,Graduate Student,Student Non-Member,Female,
818,5,USA,USA,Graduate Student,Student Non-Member,Female,
819,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
820,5,Singapore,Asia,Graduate Student,Student Non-Member,Male,
821,5,USA,USA,Undergraduate Student,Student Non-Member,Female,
822,5,Singapore,Asia,Professor,Non-Member,Female,
823,5,Saudi Arabia,Middle East,Academia Scientist,Non-Member,Male,
824,5,USA,USA,Graduate Student,Complementary Registration - Student,Male,
825,5,Unknown,Unknown,Unknown/Other,Guest,Female,
826,5,Singapore,Asia,Professor,Member,Male,
827,5,USA,USA,Graduate Student,Student Non-Member,Female,
828,5,USA,USA,Graduate Student,Student Non-Member,Female,
829,5,Canada,Other Americas,Industry,Non-Member,Male,
830,5,USA,USA,Professor,Member,Male,
831,5,USA,USA,Industry,Member,Male,
832,5,USA,USA,Graduate Student,Student Non-Member,Male,
833,5,USA,USA,Graduate Student,Student Non-Member,Female,
834,5,USA,USA,Graduate Student,Student Non-Member,Female,
835,5,USA,USA,Industry,Non-Member,Male,
836,5,USA,USA,Graduate Student,Student,Female,
837,5,USA,USA,Graduate Student,Non-Member,Male,
838,5,Netherlands,Europe,Industry,Non-Member,Male,
839,5,Canada,Other Americas,Industry,Non-Member,Female,
840,5,USA,USA,Professor,Member,Male,
841,5,Brazil,Other Americas,Professor,Non-Member,Female,
842,5,USA,USA,Graduate Student,Student,Male,
843,5,USA,USA,Graduate Student,Student Non-Member,Male,
844,5,USA,USA,Graduate Student,Student Non-Member,Male,
845,5,USA,USA,Academia Scientist,Non-Member,Female,
846,5,Canada,Other Americas,Professor,Member,Male,
847,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
848,5,USA,USA,Graduate Student,Student Non-Member,Male,
849,5,USA,USA,Industry,Non-Member,Male,
850,5,USA,USA,Undergraduate Student,Student Non-Member,Female,
851,5,USA,USA,Graduate Student,Student Non-Member,Male,
852,5,USA,USA,Graduate Student,Student,Male,
853,5,USA,USA,Industry,Non-Member,Male,
854,5,USA,USA,Industry,Member,Male,
855,5,USA,USA,Graduate Student,Student,Male,
856,5,USA,USA,Professor,Member,Male,
857,5,USA,USA,Professor,Member,Female,
858,5,USA,USA,Graduate Student,Student,Female,
859,5,USA,USA,Industry,Non-Member,Female,
860,5,USA,USA,Graduate Student,Student Non-Member,Male,
861,5,USA,USA,Industry,Non-Member,Male,
862,5,Netherlands,Europe,Graduate Student,Student Non-Member,Male,
863,5,USA,USA,Industry,Non-Member,Female,
864,5,USA,USA,Industry,Non-Member,Female,
865,5,USA,USA,Industry,Non-Member,Male,
866,5,USA,USA,Postdoctoral Researcher,Complimentary Registration,Male,
867,5,USA,USA,Graduate Student,Student Non-Member,Male,
868,5,Netherlands,Europe,Industry,Complimentary Registration,Female,
869,5,USA,USA,Professor,Student Non-Member,Female,
870,5,USA,USA,Graduate Student,Student Non-Member,Female,
871,5,France,Europe,Postdoctoral Researcher,Member,Male,
872,5,USA,USA,Academia Scientist,Member,Male,
873,5,USA,USA,Graduate Student,Student,Female,
874,5,USA,USA,Professor,Member,Female,
875,5,USA,USA,Professor,Member,Male,
876,5,USA,USA,Graduate Student,Student Non-Member,Male,
877,5,USA,USA,Industry,Non-Member,Male,
878,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
879,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
880,5,USA,USA,Industry,Member,Female,
881,5,United Kingdom,Europe,Academia Scientist,Non-Member,Female,
882,5,Belgium,Europe,Academia Scientist,Non-Member,Male,
883,5,USA,USA,Government Scientist,Complimentary Registration,Male,
884,5,USA,USA,Professor,Member,Male,
885,5,USA,USA,Professor,Member,Male,
886,5,Israel,Middle East,Professor,Non-Member,Male,
887,5,USA,USA,Industry,Non-Member,Female,
888,5,USA,USA,Graduate Student,Student,Female,
889,5,USA,USA,Industry,Member,Male,
890,5,Italy,Europe,Postdoctoral Researcher,Non-Member,Male,
891,5,USA,USA,Professor,Member,Male,
892,5,USA,USA,Graduate Student,Student,Male,
893,5,USA,USA,Professor,Member,Male,
894,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
895,5,USA,USA,Graduate Student,Student Non-Member,Male,
896,5,Netherlands,Europe,Graduate Student,Student Non-Member,Female,
897,5,USA,USA,Industry,Non-Member,Male,
898,5,Israel,Middle East,Professor,Member,Male,
899,5,Italy,Europe,Academia Scientist,Member,Female,
900,5,USA,USA,Industry,Non-Member,Male,
901,5,USA,USA,Industry,Non-Member,Female,
902,5,USA,USA,Professor,Non-Member,Male,
903,5,USA,USA,Industry,Non-Member,Male,
904,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
905,5,USA,USA,Industry,Member,Male,
906,5,USA,USA,Graduate Student,Student,Female,
907,5,USA,USA,Industry,Non-Member,Male,
908,5,Germany,Europe,Industry,Non-Member,Male,
909,5,USA,USA,Government Scientist,Non-Member,Male,
910,5,Singapore,Asia,Industry,Non-Member,Male,
911,5,China,Asia,Professor,Non-Member,Male,
912,5,China,Asia,Postdoctoral Researcher,Non-Member,Male,
913,5,USA,USA,Industry,Non-Member,Female,
914,5,USA,USA,Professor,Non-Member,Female,
915,5,USA,USA,Industry,Non-Member,Male,
916,5,USA,USA,Industry,Non-Member,Male,
917,5,South Korea,Asia,Industry,Non-Member,Male,
918,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
919,5,Japan,Asia,Industry,Non-Member,Male,
920,5,South Korea,Asia,Industry,Non-Member,Male,
921,5,USA,USA,Postdoctoral Researcher,Complimentary Registration,Male,
922,5,Denmark,Europe,Industry,Non-Member,Female,
923,5,Belgium,Europe,Postdoctoral Researcher,Non-Member,Male,
924,5,USA,USA,Industry,Member,Male,
925,5,USA,USA,Industry,Non-Member,Male,
926,5,USA,USA,Graduate Student,Student Non-Member,Male,
927,5,USA,USA,Graduate Student,Student Non-Member,Female,
928,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
929,5,Unknown,Unknown,Professor,Guest,Female,
930,5,USA,USA,Professor,Member,Male,
931,5,Unknown,Unknown,Unknown/Other,Guest,Female,
932,5,USA,USA,Government Scientist,Non-Member,Male,
933,5,USA,USA,Professor,Non-Member,Female,
934,5,USA,USA,Professor,Member,Male,
935,5,Australia,Oceania,Academia Scientist,Non-Member,Female,
936,5,Australia,Oceania,Professor,Non-Member,Male,
937,5,USA,USA,Professor,Member,Male,
938,5,USA,USA,Industry,Non-Member,Male,
939,5,USA,USA,Professor,Member,Male,
940,5,USA,USA,Professor,Non-Member,Male,
941,5,USA,USA,Government Scientist,Non-Member,Male,
942,5,USA,USA,Professor,Non-Member,Female,
943,5,USA,USA,Industry,,Male,
944,5,USA,USA,Government Scientist,Non-Member,Male,
945,5,Canada,Other Americas,Industry,Non-Member,Male,
946,5,USA,USA,Postdoctoral Researcher,Complimentary Registration,Male,
947,5,Switzerland,Europe,Graduate Student,Complementary Registration - Student,Female,
948,5,United Kingdom,Europe,Academia Scientist,Non-Member,Female,
949,5,USA,USA,Professor,Member,Male,
950,5,USA,USA,Graduate Student,Student,Male,
951,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
952,5,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
953,5,Japan,Asia,Industry,Non-Member,Male,
954,5,USA,USA,Industry,Non-Member,Female,
955,5,Norway,Europe,Graduate Student,Student Non-Member,Male,
956,5,USA,USA,Graduate Student,Student Non-Member,Female,
957,5,Italy,Europe,Academia Scientist,Non-Member,Male,
958,5,USA,USA,Professor,Non-Member,Male,
959,5,USA,USA,Graduate Student,Student,Male,
960,5,USA,USA,Professor,Non-Member,Female,
961,5,United Kingdom,Europe,Academia Scientist,Non-Member,Male,
962,5,USA,USA,Professor,Member,Female,
963,5,USA,USA,Professor,Non-Member,Male,
964,5,USA,USA,Industry,Complimentary Registration,Male,
965,5,USA,USA,Graduate Student,Student,Male,
966,5,USA,USA,Industry,Member,Female,
967,5,USA,USA,Industry,Complimentary Registration,Male,
968,5,USA,USA,Government Scientist,Non-Member,Female,
969,5,USA,USA,Graduate Student,Student Non-Member,Male,
970,5,South Korea,Asia,Graduate Student,Student Non-Member,Male,
971,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
972,5,Germany,Europe,Graduate Student,Student Non-Member,Female,
973,5,USA,USA,Government Scientist,Student Non-Member,Male,
974,5,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
975,5,USA,USA,Graduate Student,Student,Male,
976,5,USA,USA,Industry,Non-Member,Male,
977,5,USA,USA,Academia Scientist,Non-Member,Male,
978,5,Japan,Asia,Industry,Non-Member,Male,
979,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
980,5,USA,USA,Graduate Student,Student Non-Member,Male,
981,5,USA,USA,Graduate Student,Student Non-Member,Male,
982,5,USA,USA,Industry,Non-Member,Female,
983,5,USA,USA,Graduate Student,Student Non-Member,Female,
984,5,USA,USA,Graduate Student,Student Non-Member,Male,
985,5,USA,USA,Professor,Non-Member,Male,
986,5,USA,USA,Graduate Student,Student,Male,
987,5,USA,USA,Professor,Non-Member,Male,
988,5,South Korea,Asia,Industry,Non-Member,Unknown,
989,5,USA,USA,Graduate Student,Student Non-Member,Female,
990,5,USA,USA,Graduate Student,Student Non-Member,Male,
991,5,USA,USA,Industry,Member,Male,
992,5,USA,USA,Industry,Complimentary Registration,Male,
993,5,USA,USA,Government Scientist,Non-Member,Female,
994,5,Canada,Other Americas,Postdoctoral Researcher,Non-Member,Male,
995,5,USA,USA,Industry,Member,Unknown,
996,5,USA,USA,Professor,Founder,Male,
997,5,USA,USA,Industry,Non-Member,Male,
998,5,Germany,Europe,Industry,Non-Member,Male,
999,5,Canada,Other Americas,Professor,Non-Member,Male,
1000,5,USA,USA,Industry,Non-Member,Male,
1001,5,USA,USA,Graduate Student,Student Non-Member,Male,
1002,5,USA,USA,Professor,Member,Male,
1003,5,USA,USA,Industry,Non-Member,Male,
1004,5,USA,USA,Government Scientist,Non-Member,Male,
1005,5,South Korea,Asia,Professor,Non-Member,Male,
1006,5,USA,USA,Professor,Member,Male,
1007,5,USA,USA,Graduate Student,Student Non-Member,Male,
1008,5,Singapore,Asia,Graduate Student,Student Non-Member,Male,
1009,5,Austria,Europe,Industry,Non-Member,Male,
1010,5,USA,USA,Industry,Member,Female,
1011,5,Canada,Other Americas,Graduate Student,Complementary Registration - Student,Female,
1012,5,Canada,Other Americas,Graduate Student,Complementary Registration - Student,Male,
1013,5,Canada,Other Americas,Professor,Complimentary Registration,Male,
1014,5,USA,USA,Industry,Non-Member,Male,
1015,5,USA,USA,Graduate Student,Student Non-Member,Male,
1016,5,Taiwan,Asia,Industry,Non-Member,Female,
1017,5,Taiwan,Asia,Academia Scientist,Guest,Male,
1018,5,Canada,Other Americas,Professor,Non-Member,Male,
1019,5,South Korea,Asia,Graduate Student,Student Non-Member,Male,
1020,5,South Korea,Asia,Professor,Non-Member,Male,
1021,5,USA,USA,Graduate Student,Student Non-Member,Male,
1022,5,Saudi Arabia,Middle East,Professor,Member,Male,
1023,5,USA,USA,Undergraduate Student,Student Non-Member,Male,
1024,5,USA,USA,Graduate Student,Student,Female,
1025,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1026,5,China,Asia,Professor,Non-Member,Male,
1027,5,China,Asia,Professor,Non-Member,Male,
1028,5,Singapore,Asia,Academia Scientist,Non-Member,Female,
1029,5,USA,USA,Graduate Student,Complementary Registration - Student,Male,
1030,5,USA,USA,Professor,Non-Member,Female,
1031,5,USA,USA,Professor,Member,Male,
1032,5,USA,USA,Professor,Member,Male,
1033,5,USA,USA,Professor,Member,Female,
1034,5,USA,USA,Graduate Student,Student Non-Member,Female,
1035,5,USA,USA,Industry,Non-Member,Male,
1036,5,USA,USA,Professor,Member,Female,
1037,5,USA,USA,Professor,Member,Male,
1038,5,USA,USA,Industry,Non-Member,Male,
1039,5,USA,USA,Industry,Non-Member,Female,
1040,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1041,5,China,Asia,Professor,Member,Male,
1042,5,USA,USA,Industry,Non-Member,Male,
1043,5,USA,USA,Industry,Non-Member,Male,
1044,5,Australia,Oceania,Academia Scientist,Non-Member,Male,
1045,5,China,Asia,Professor,Non-Member,Male,
1046,5,USA,USA,Postdoctoral Researcher,Non-Member,Male,
1047,5,USA,USA,Professor,Member,Male,
1048,5,USA,USA,Industry,Non-Member,Male,
1049,5,USA,USA,Professor,Member,Male,
1050,5,Canada,Other Americas,Industry,Guest,Female,
1051,5,Canada,Other Americas,Industry,Non-Member,Female,
1052,5,USA,USA,Industry,Member,Male,
1053,5,USA,USA,Graduate Student,Student Non-Member,Male,
1054,5,USA,USA,Graduate Student,Student Non-Member,Male,
1055,5,USA,USA,Graduate Student,Student Non-Member,Male,
1056,5,Austria,Europe,Industry,Non-Member,Male,
1057,5,USA,USA,Government Scientist,Non-Member,Male,
1058,5,USA,USA,Postdoctoral Researcher,Student,Male,
1059,5,Canada,Other Americas,Postdoctoral Researcher,Student,Female,
1060,5,USA,USA,Professor,Member,Male,
1061,5,USA,USA,Graduate Student,Complementary Registration - Student,Female,
1062,5,USA,USA,Professor,Non-Member,Male,
1063,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
1064,5,USA,USA,Professor,Non-Member,Male,
1065,5,USA,USA,Industry,Non-Member,Male,
1066,5,USA,USA,Graduate Student,Student Non-Member,Female,
1067,5,Canada,Other Americas,Graduate Student,Student Non-Member,Female,
1068,5,USA,USA,Professor,Member,Male,
1069,5,South Africa,Africa,Professor,Member,Male,
1070,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1071,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1072,5,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
1073,5,USA,USA,Professor,Non-Member,Male,
1074,5,USA,USA,Graduate Student,Student Non-Member,Female,
1075,5,Japan,Asia,Professor,Non-Member,Male,
1076,5,USA,USA,Industry,Non-Member,Male,
1077,5,United Kingdom,Europe,Professor,Non-Member,Male,
1078,5,USA,USA,Postdoctoral Researcher,Student Non-Member,Male,
1079,5,USA,USA,Professor,Complimentary Registration,Female,
1080,5,USA,USA,Graduate Student,Student Non-Member,Female,
1081,5,USA,USA,Professor,Member,Male,
1082,5,USA,USA,Graduate Student,Student Non-Member,Female,
1083,5,USA,USA,Professor,Member,Male,
1084,5,USA,USA,Graduate Student,Student,Male,
1085,5,USA,USA,Undergraduate Student,Student Non-Member,Female,
1086,5,USA,USA,Industry,Non-Member,Female,
1087,5,USA,USA,Industry,Complimentary Registration,Male,
1088,5,USA,USA,Graduate Student,Student Non-Member,Female,
1089,5,United Kingdom,Europe,Graduate Student,Student Non-Member,Female,
1090,5,USA,USA,Government Scientist,Student Non-Member,Female,
1091,5,USA,USA,Government Scientist,Member,Male,
1092,5,USA,USA,Postdoctoral Researcher,Non-Member,Female,
1093,5,USA,USA,Graduate Student,Student,Male,
1094,5,Canada,Other Americas,Graduate Student,Student Non-Member,Male,
1095,5,USA,USA,Graduate Student,Student,Male,
1096,5,USA,USA,Graduate Student,Student Non-Member,Male,
1097,5,USA,USA,Industry,Member,Male,
1098,5,South Africa,Africa,Academia Scientist,Non-Member,Male,
1099,5,USA,USA,Professor,Non-Member,Male,
1100,5,USA,USA,Graduate Student,Student Non-Member,Male,
1101,5,USA,USA,Industry,Non-Member,Female,
1102,5,USA,USA,Industry,Complimentary Registration,Male,
1103,5,USA,USA,Industry,Non-Member,Male,
1104,5,USA,USA,Government Scientist,Non-Member,Male,
1105,5,Unknown,Unknown,Graduate Student,Member,Female,
1106,5,USA,USA,Graduate Student,Complementary Registration - Student,Female,
1107,5,USA,USA,Professor,Non-Member,Male,
1108,5,USA,USA,Industry,Non-Member,Male,
1109,5,USA,USA,Industry,Member,Male,
